INDICATOR,Indicator,LOCATION,Country,TIME,Time,Value,Flag Codes,Flags
EXPRESPPP_CUR_THC,"GERD per researcher, HC (in '000 current PPP$)",MAC,"China, Macao Special Administrative Region",2016,2016,68.20808,,
EXPRESPPP_CUR_THC,"GERD per researcher, HC (in '000 current PPP$)",MAC,"China, Macao Special Administrative Region",2017,2017,48.72054,,
EXPRESPPP_CUR_THC,"GERD per researcher, HC (in '000 current PPP$)",MAC,"China, Macao Special Administrative Region",2018,2018,58.1016,,
EXPRESPPP_CUR_THC,"GERD per researcher, HC (in '000 current PPP$)",SRB,Serbia,2013,2013,48.93218,,
EXPRESPPP_CUR_THC,"GERD per researcher, HC (in '000 current PPP$)",SRB,Serbia,2014,2014,49.84834,,
EXPRESPPP_CUR_THC,"GERD per researcher, HC (in '000 current PPP$)",SRB,Serbia,2015,2015,52.58653,,
EXPRESPPP_CUR_THC,"GERD per researcher, HC (in '000 current PPP$)",SRB,Serbia,2016,2016,56.19207,,
EXPRESPPP_CUR_THC,"GERD per researcher, HC (in '000 current PPP$)",SRB,Serbia,2017,2017,62.66498,,
EXPRESPPP_CUR_THC,"GERD per researcher, HC (in '000 current PPP$)",SRB,Serbia,2018,2018,69.56675,,
EXPRESPPP_CUR_THC,"GERD per researcher, HC (in '000 current PPP$)",MNE,Montenegro,2013,2013,21.38308,,
EXPRESPPP_CUR_THC,"GERD per researcher, HC (in '000 current PPP$)",MNE,Montenegro,2014,2014,20.32428,,
EXPRESPPP_CUR_THC,"GERD per researcher, HC (in '000 current PPP$)",MNE,Montenegro,2015,2015,21.52569,,
EXPRESPPP_CUR_THC,"GERD per researcher, HC (in '000 current PPP$)",MNE,Montenegro,2016,2016,24.20472,,
EXPRESPPP_CUR_THC,"GERD per researcher, HC (in '000 current PPP$)",MNE,Montenegro,2017,2017,27.89874,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",AUT,Austria,2013,2013,232.89414,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",AUT,Austria,2014,2014,232.06088,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",AUT,Austria,2015,2015,226.81075,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",AUT,Austria,2016,2016,225.5486,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",AUT,Austria,2017,2017,217.44162,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",AUT,Austria,2018,2018,216.19694,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",BEL,Belgium,2013,2013,193.64026,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",BEL,Belgium,2014,2014,182.44013,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",BEL,Belgium,2015,2015,182.25933,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",BEL,Belgium,2016,2016,188.23994,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",BEL,Belgium,2017,2017,203.3831,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",BEL,Belgium,2018,2018,200.87599,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",CAN,Canada,2013,2013,147.47728,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",CAN,Canada,2014,2014,153.61802,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",CAN,Canada,2015,2015,151.83322,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",CAN,Canada,2016,2016,160.47949,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",CAN,Canada,2017,2017,159.92403,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",CZE,Czechia,2013,2013,140.86698,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",CZE,Czechia,2014,2014,142.88675,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",CZE,Czechia,2015,2015,139.2588,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",CZE,Czechia,2016,2016,126.72415,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",CZE,Czechia,2017,2017,134.31891,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",CZE,Czechia,2018,2018,141.60252,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",DNK,Denmark,2013,2013,142.85806,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",DNK,Denmark,2014,2014,137.1162,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",DNK,Denmark,2015,2015,142.24447,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",DNK,Denmark,2016,2016,142.08317,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",DNK,Denmark,2017,2017,141.04616,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",DNK,Denmark,2018,2018,140.60711,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",FIN,Finland,2013,2013,147.25596,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",FIN,Finland,2014,2014,144.53972,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",FIN,Finland,2015,2015,135.30631,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",FIN,Finland,2016,2016,137.7363,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",FIN,Finland,2017,2017,138.10161,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",FIN,Finland,2018,2018,138.34083,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",FRA,France,2013,2013,174.39485,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",FRA,France,2014,2014,174.96675,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",FRA,France,2015,2015,172.50417,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",FRA,France,2016,2016,166.25466,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",FRA,France,2017,2017,162.76493,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",FRA,France,2018,2018,159.13502,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",DEU,Germany,2013,2013,233.16061,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",DEU,Germany,2014,2014,243.6136,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",DEU,Germany,2015,2015,228.89322,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",DEU,Germany,2016,2016,228.04141,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",DEU,Germany,2017,2017,232.12283,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",DEU,Germany,2018,2018,233.07861,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",GRC,Greece,2013,2013,62.54015,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",GRC,Greece,2014,2014,63.30477,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",GRC,Greece,2015,2015,62.583,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",GRC,Greece,2016,2016,76.24412,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",GRC,Greece,2017,2017,73.98692,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",GRC,Greece,2018,2018,74.97479,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",HUN,Hungary,2013,2013,96.58614,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",HUN,Hungary,2014,2014,93.50921,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",HUN,Hungary,2015,2015,100.3502,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",HUN,Hungary,2016,2016,88.92775,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",HUN,Hungary,2017,2017,94.25327,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",HUN,Hungary,2018,2018,103.13619,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",ISL,Iceland,2013,2013,115.56643,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",ISL,Iceland,2015,2015,151.63818,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",ISL,Iceland,2017,2017,153.55441,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",IRL,Ireland,2013,2013,115.68738,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",IRL,Ireland,2014,2014,117.99773,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",IRL,Ireland,2015,2015,114.78246,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",IRL,Ireland,2016,2016,118.61509,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",IRL,Ireland,2018,2018,130.9784,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",ITA,Italy,2013,2013,184.93743,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",ITA,Italy,2014,2014,186.98391,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",ITA,Italy,2015,2015,176.93719,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",ITA,Italy,2016,2016,172.24805,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",ITA,Italy,2017,2017,167.25069,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",ITA,Italy,2018,2018,171.89532,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",JPN,Japan,2013,2013,210.99757,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",JPN,Japan,2014,2014,210.09541,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",JPN,Japan,2015,2015,211.71692,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",JPN,Japan,2016,2016,203.71884,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",JPN,Japan,2017,2017,208.08556,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",JPN,Japan,2018,2018,212.54849,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",KOR,Republic of Korea,2013,2013,201.5628,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",KOR,Republic of Korea,2014,2014,200.00477,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",KOR,Republic of Korea,2015,2015,194.41623,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",KOR,Republic of Korea,2016,2016,197.9005,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",KOR,Republic of Korea,2017,2017,207.26074,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",KOR,Republic of Korea,2018,2018,210.56863,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",MEX,Mexico,2013,2013,223.40636,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",MEX,Mexico,2014,2014,224.84527,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",MEX,Mexico,2015,2015,209.39725,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",MEX,Mexico,2016,2016,171.48692,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",NLD,Netherlands,2013,2013,166.13965,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",NLD,Netherlands,2014,2014,173.50312,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",NLD,Netherlands,2015,2015,171.15646,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",NLD,Netherlands,2016,2016,171.7067,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",NLD,Netherlands,2017,2017,171.11963,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",NLD,Netherlands,2018,2018,166.66708,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",NZL,New Zealand,2013,2013,78.17742,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",NZL,New Zealand,2015,2015,64.19538,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",NZL,New Zealand,2017,2017,72.16157,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",NOR,Norway,2013,2013,141.72152,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",NOR,Norway,2014,2014,145.2495,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",NOR,Norway,2015,2015,159.51147,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",NOR,Norway,2016,2016,163.49257,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",NOR,Norway,2017,2017,162.97817,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",NOR,Norway,2018,2018,158.80399,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",POL,Poland,2013,2013,88.20743,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",POL,Poland,2014,2014,89.437,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",POL,Poland,2015,2015,94.37388,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",POL,Poland,2016,2016,87.56316,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",POL,Poland,2017,2017,75.8594,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",POL,Poland,2018,2018,90.90263,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",PRT,Portugal,2013,2013,80.48227,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",PRT,Portugal,2014,2014,78.28319,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",PRT,Portugal,2015,2015,75.78094,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",PRT,Portugal,2016,2016,74.48261,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",PRT,Portugal,2017,2017,73.07284,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",PRT,Portugal,2018,2018,73.97147,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",SVK,Slovakia,2013,2013,66.77392,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",SVK,Slovakia,2014,2014,73.26254,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",SVK,Slovakia,2015,2015,104.04874,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",SVK,Slovakia,2016,2016,84.90709,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",SVK,Slovakia,2017,2017,91.3303,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",SVK,Slovakia,2018,2018,72.30913,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",ESP,Spain,2013,2013,124.10059,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",ESP,Spain,2014,2014,123.54413,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",ESP,Spain,2015,2015,126.03222,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",ESP,Spain,2016,2016,122.27503,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",ESP,Spain,2017,2017,121.59896,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",ESP,Spain,2018,2018,121.53145,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",SWE,Sweden,2013,2013,178.08159,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",SWE,Sweden,2014,2014,167.53164,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",SWE,Sweden,2015,2015,181.4189,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",SWE,Sweden,2016,2016,177.14765,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",SWE,Sweden,2017,2017,181.05395,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",SWE,Sweden,2018,2018,176.95425,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",CHE,Switzerland,2015,2015,281.38335,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",CHE,Switzerland,2017,2017,276.23736,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",TUR,Turkey,2013,2013,109.86011,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",TUR,Turkey,2014,2014,120.75566,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",TUR,Turkey,2015,2015,123.60331,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",TUR,Turkey,2016,2016,129.85476,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",TUR,Turkey,2017,2017,126.9219,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",GBR,United Kingdom of Great Britain and Northern Ireland,2013,2013,128.82679,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",GBR,United Kingdom of Great Britain and Northern Ireland,2014,2014,129.76561,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",GBR,United Kingdom of Great Britain and Northern Ireland,2015,2015,129.64106,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",GBR,United Kingdom of Great Britain and Northern Ireland,2016,2016,130.91613,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",GBR,United Kingdom of Great Britain and Northern Ireland,2017,2017,134.64872,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",GBR,United Kingdom of Great Britain and Northern Ireland,2018,2018,129.60326,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",USA,United States of America,2013,2013,301.88918,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",USA,United States of America,2014,2014,299.78313,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",USA,United States of America,2015,2015,301.60584,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",USA,United States of America,2016,2016,310.69935,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",USA,United States of America,2017,2017,309.94481,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",ARG,Argentina,2013,2013,88.06765,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",ARG,Argentina,2014,2014,81.00992,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",ARG,Argentina,2015,2015,84.6951,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",ARG,Argentina,2016,2016,71.90543,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",ARG,Argentina,2017,2017,75.93411,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",ARG,Argentina,2018,2018,64.92734,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",BIH,Bosnia and Herzegovina,2013,2013,111.59143,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",BIH,Bosnia and Herzegovina,2014,2014,73.53754,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",BIH,Bosnia and Herzegovina,2015,2015,52.36137,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",BIH,Bosnia and Herzegovina,2016,2016,46.98686,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",BIH,Bosnia and Herzegovina,2017,2017,38.94229,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",BIH,Bosnia and Herzegovina,2018,2018,40.76974,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",BRA,Brazil,2013,2013,197.09929,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",BRA,Brazil,2014,2014,197.25281,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",BGR,Bulgaria,2013,2013,49.41292,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",BGR,Bulgaria,2014,2014,58.28499,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",BGR,Bulgaria,2015,2015,67.48959,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",BGR,Bulgaria,2016,2016,50.55874,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",BGR,Bulgaria,2017,2017,53.38641,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",BGR,Bulgaria,2018,2018,51.12944,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",CHN,China,2013,2013,193.02336,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",CHN,China,2014,2014,204.36294,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",CHN,China,2015,2015,209.47334,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",CHN,China,2016,2016,218.65411,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",CHN,China,2017,2017,229.05696,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",CHN,China,2018,2018,230.70119,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",COL,Colombia,2013,2013,524.28189,,
EXPRESPPP_CONST_TFTE,"GERD per researcher, FTE (in '000 PPP$, constant prices - 2005)",COL,Colombia,2014,2014,601.62511,,
